date,value,stderr,sample_size
2022-03-15,0.9647843,0.2318082,2813.9743
2022-03-16,0.843137,0.1895306,2777.9765
2022-03-17,1.1898888,0.3257826,2727.9786
2022-03-18,1.2573567,0.3318709,2656.9786
2022-03-19,1.2344184,0.331995,2676.9825
2022-03-20,1.125036,0.3234774,2665.9764
2022-03-21,1.0901166,0.3237832,2614.9803
2022-03-22,1.1256754,0.3245287,2653.9819
2022-03-23,1.2759716,0.3312304,2702.9798
2022-03-24,1.0146843,0.1958284,2886.9768
2022-03-25,1.041769,0.19043,3106.9785
2022-03-26,1.1661425,0.2035425,3212.9646
2022-03-27,1.1214142,0.1991708,3268.9596
2022-03-28,1.0646116,0.1959083,3260.9563
2022-03-29,1.2254788,0.2100018,3249.9551
2022-03-30,1.353651,0.2284448,3213.953
2022-03-31,1.1130554,0.1961674,3116.9544
2022-04-01,1.2826831,0.2675174,2946.953
2022-04-02,1.1491102,0.2555897,2847.9627
2022-04-03,1.191842,0.2574082,2809.9675
2022-04-04,1.3022294,0.2605151,2841.9677
2022-04-05,1.1737014,0.2501091,2822.9657
2022-04-06,0.95366,0.2259299,2809.9644
2022-04-07,0.9695559,0.2299012,2812.9612
2022-04-08,0.828819,0.1518392,2853.9598
2022-04-09,0.9246049,0.1626081,2888.9547
2022-04-10,0.9771339,0.1764216,2895.9474
2022-04-11,0.8777382,0.1703236,2939.9461
2022-04-12,1.0443913,0.2171811,2928.943
2022-04-13,1.0058731,0.2137861,2928.9442
2022-04-14,1.2504268,0.2582417,2976.9488
2022-04-15,1.2790724,0.2619648,2992.952
2022-04-16,1.2825376,0.2665168,3044.9572
2022-04-17,1.5120318,0.2833394,3001.9685
2022-04-18,1.583069,0.2867206,2952.9692
2022-04-19,1.5210567,0.2691631,3003.9734
2022-04-20,1.5615213,0.2713108,3016.9743
2022-04-21,1.6246429,0.2726713,2988.9757
2022-04-22,1.5288782,0.2643886,2984.9793
2022-04-23,1.5393242,0.2634359,2878.9791
2022-04-24,1.3008893,0.2386956,2920.9724
2022-04-25,1.3087054,0.2400806,2953.9748
2022-04-26,1.3027788,0.2311435,2918.9789
2022-04-27,1.4087908,0.2431976,2955.9782
2022-04-28,1.1027627,0.1883327,2957.9748
2022-04-29,1.1056136,0.187339,2941.9698
2022-04-30,1.0188015,0.1696398,2976.9585
2022-05-01,0.966637,0.1657572,2937.9639
2022-05-02,0.9525095,0.166338,2954.9657
2022-05-03,1.0478244,0.1859693,2937.9607
2022-05-04,0.8973631,0.1681865,2893.9615
2022-05-05,1.2151447,0.2148508,2834.9636
2022-05-06,1.4436696,0.2407276,2822.9644
2022-05-07,1.4845373,0.2707787,2822.9792
2022-05-08,1.5355766,0.2715543,2795.9768
2022-05-09,1.6133591,0.2776967,2712.975
2022-05-10,1.7054896,0.2961918,2759.9726
2022-05-11,1.96668,0.331979,2744.9696
2022-05-12,1.7172444,0.2988797,2771.9646
2022-05-13,1.9173315,0.3081574,2791.9671
2022-05-14,2.2495762,0.33242,2819.9655
2022-05-15,2.4417607,0.3432025,2892.9665
2022-05-16,2.3284648,0.3356052,2984.9637
2022-05-17,2.299936,0.3221748,2966.9637
2022-05-18,2.3388446,0.2995605,3006.9668
2022-05-19,2.4311018,0.3093145,3038.9684
2022-05-20,2.2385356,0.2892418,3028.9644
2022-05-21,2.0755821,0.273873,3010.9612
2022-05-22,1.9751256,0.2639043,3051.9681
2022-05-23,2.0877035,0.2757253,3006.9706
2022-05-24,2.3579755,0.3123999,2971.9755
2022-05-25,2.3519511,0.3203812,2943.9738
2022-05-26,2.2899993,0.3118243,2873.9777
2022-05-27,2.1102813,0.3001646,2813.9829
2022-05-28,2.4544659,0.3649039,2796.989
2022-05-29,2.4263967,0.3675536,2743.9848
2022-05-30,2.7421956,0.3918534,2741.9817
2022-05-31,2.3015668,0.3458616,2791.9813
2022-06-01,2.5353095,0.3758852,2791.9834
2022-06-02,2.6852576,0.3843608,2831.976
2022-06-03,2.7171763,0.3833912,2915.9733
2022-06-04,2.7303516,0.3552971,2891.9689
2022-06-05,2.80432,0.3558833,2908.9638
2022-06-06,2.5443121,0.3243268,2918.9653
2022-06-07,2.8626108,0.3547558,2858.9627
2022-06-08,2.9197177,0.3696811,2858.9566
2022-06-09,2.8661377,0.366982,2847.9582
2022-06-10,3.1109144,0.40284,2896.9494
2022-06-11,2.9457674,0.4079313,2937.9512
2022-06-12,2.9637491,0.4100726,2916.9546
2022-06-13,3.0139837,0.4190962,2952.9535
2022-06-14,2.8838757,0.4066978,3004.9511
2022-06-15,2.6540828,0.3649885,3025.9605
2022-06-16,2.6310095,0.3609815,3047.9681
2022-06-17,2.4671791,0.3249202,3000.9796
2022-06-18,2.3120877,0.2789646,2973.9749
2022-06-19,2.2724087,0.2876913,2518.9789
2022-06-20,2.2878948,0.2624127,2979.974
2022-06-21,2.4520902,0.2910714,2992.9776
2022-06-22,2.3965799,0.2869274,2998.976
2022-06-23,2.7548072,0.3271016,3001.9714
2022-06-24,2.8831171,0.3388449,3036.9664
2022-06-25,3.5128231,0.5004761,3060.967
