latitude,longitude,rwi,error
24.3771204,-105.1501465,-0.28,0.453
18.1771685,-96.8664551,0.005,0.586
19.9010533,-101.986084,0.437,0.444
25.6118091,-100.8874512,0.193,0.451
17.1512882,-100.4260254,0.17,0.504
18.9894144,-102.1398926,-0.44,0.359
20.9101341,-100.4260254,-0.165,0.456
20.3755265,-99.7888184,-0.143,0.477
20.1694109,-100.6018066,-0.432,0.421
20.7663865,-102.7770996,-0.297,0.429
17.6754275,-96.361084,-0.498,0.499
17.5707203,-97.833252,-0.406,0.502
15.2947823,-92.713623,-0.197,0.493
17.9473804,-91.9885254,-0.162,0.468
17.8428322,-94.6472168,-0.795,0.523
25.8493365,-98.0529785,0.089,0.452
19.1970531,-104.5349121,0.133,0.378
29.6785076,-110.9509277,0.871,0.489
18.0518668,-93.3947754,-0.174,0.565
17.5707203,-97.2839355,-0.488,0.45
20.128155,-102.5354004,-0.167,0.414
20.5196439,-88.5827637,-0.065,0.553
17.5916666,-100.9973145,-0.351,0.473
26.6179963,-107.0178223,-0.532,0.335
27.1471444,-107.7209473,-0.84,0.351
24.8365952,-99.6789551,0.194,0.429
16.0774856,-90.670166,-0.254,0.603
18.1771685,-92.4279785,-0.413,0.46
19.5908438,-103.3044434,0.379,0.428
24.4371475,-107.1057129,-0.244,0.454
18.0727566,-96.427002,-0.291,0.497
22.075459,-102.3156738,-0.483,0.465
16.7309063,-96.8225098,-0.473,0.493
17.8219152,-94.0759277,0.013,0.479
17.6544909,-93.3728027,-0.306,0.613
22.7255234,-102.9748535,0.255,0.445
19.1555462,-96.8884277,0.206,0.546
20.0249676,-99.4372559,-0.421,0.529
21.4632931,-97.7233887,-0.136,0.478
22.7660511,-97.9431152,-0.031,0.408
20.2725029,-99.107666,0.164,0.523
15.8873757,-97.1081543,-0.015,0.517
19.3215109,-101.854248,-0.111,0.449
24.8166532,-105.0622559,0.031,0.413
16.2041247,-94.9987793,-0.453,0.609
17.6754275,-92.3840332,-0.346,0.48
22.5632929,-102.9748535,-0.144,0.428
19.01019,-102.4694824,-0.596,0.401
17.0462809,-93.548584,-0.566,0.476
17.7172934,-99.107666,-0.541,0.497
16.5203656,-92.5158691,-0.66,0.566
21.4223895,-97.7453613,-0.053,0.459
16.1197076,-93.3068848,-0.655,0.551
21.7492955,-105.3039551,-0.425,0.409
20.5607954,-97.3937988,-0.296,0.506
17.1302914,-91.3952637,-0.824,0.452
31.0999813,-116.0925293,-0.532,0.435
20.7252905,-105.2819824,0.956,0.475
19.2800355,-101.7004395,-0.201,0.394
20.8896072,-97.8771973,-0.309,0.506
19.0725011,-96.0534668,-0.177,0.561
23.069624,-106.204834,-0.227,0.407
23.4733235,-106.6003418,0.443,0.411
23.2716267,-106.4685059,0.927,0.512
24.6769694,-107.4572754,0.235,0.467
19.3422447,-101.7224121,0.093,0.456
17.4449916,-95.0866699,-0.051,0.525
29.6785076,-110.1379395,-0.025,0.4
18.3232401,-92.0983887,-0.176,0.501
20.4784813,-101.4367676,0.182,0.456
22.075459,-102.0739746,0.365,0.415
21.6676382,-99.239502,-0.343,0.388
21.1972157,-100.8654785,0.336,0.427
16.2252233,-91.9006348,-0.229,0.581
23.1302568,-101.1071777,0.907,0.513
16.0141357,-92.1862793,-0.668,0.421
19.0517333,-100.3601074,0.041,0.388
18.4066544,-92.845459,-0.152,0.595
21.279137,-101.3049316,-0.101,0.435
17.3191761,-99.4592285,-0.739,0.461
19.7149999,-97.9211426,-0.63,0.475
20.8690774,-103.0187988,0.004,0.452
19.9423689,-103.0627441,-0.264,0.409
19.1140289,-100.8654785,-0.485,0.366
20.0868882,-100.6677246,0.089,0.447
19.176301,-100.2282715,0.721,0.535
21.4019335,-101.4807129,-0.945,0.466
17.6963617,-92.5598145,-0.185,0.517
17.4869108,-99.4152832,0.286,0.527
20.7252905,-100.9094238,-0.174,0.476
17.4869108,-95.5480957,-0.827,0.434
16.8571194,-95.723877,-0.528,0.499
19.2800355,-97.5695801,0.151,0.494
18.7815164,-96.5148926,0.091,0.5
19.3837043,-98.2946777,0.603,0.537
19.176301,-103.5681152,-0.315,0.421
19.1347889,-98.2727051,0.912,0.535
30.6473638,-115.9606934,-0.214,0.432
24.5970797,-101.4367676,-0.148,0.424
24.1768248,-104.732666,-0.576,0.367
20.7047384,-98.6242676,-0.872,0.503
21.606365,-102.6013184,0.438,0.468
16.6677684,-98.404541,-0.447,0.538
17.6544909,-92.3181152,-0.531,0.447
18.2189158,-92.9553223,0.39,0.592
29.2193016,-106.776123,-0.04,0.428
19.0725011,-100.0744629,-0.023,0.479
19.176301,-99.6569824,0.568,0.518
20.25189,-97.833252,0.292,0.568
17.8637468,-95.8996582,-0.783,0.463
18.5317,-100.579834,-0.422,0.454
23.6545875,-100.1843262,0.364,0.455
20.9511796,-102.4255371,-0.572,0.444
21.5246269,-97.635498,-0.051,0.516
18.2189158,-101.4807129,-0.546,0.343
16.5414301,-98.0310059,-0.443,0.563
17.5916666,-95.8776855,-0.149,0.584
20.8280094,-89.4616699,0.564,0.572
18.9686362,-99.2614746,1.759,0.486
19.0932663,-99.6789551,-0.238,0.512
17.4869108,-98.4924316,0.264,0.536
18.1980434,-101.7883301,-0.319,0.445
18.4900283,-100.3161621,-0.508,0.468
24.8565339,-102.1838379,-0.11,0.443
16.6677684,-96.3171387,0.388,0.531
18.4900283,-88.4069824,0.014,0.553
17.7591494,-91.4831543,-0.438,0.436
16.7098626,-92.8015137,-0.517,0.554
24.4571501,-100.2502441,0.524,0.38
19.0725011,-100.2941895,-0.429,0.514
22.7660511,-101.0412598,0.003,0.414
19.0932663,-100.1184082,-0.303,0.474
20.9306583,-100.9753418,-0.099,0.445
16.7519476,-96.7346191,-0.269,0.515
22.0550957,-99.5031738,-0.598,0.393
14.7005081,-92.142334,0.504,0.584
19.9630226,-100.579834,-0.16,0.531
25.7702134,-106.7980957,-0.567,0.39
23.8356006,-104.4250488,0.237,0.436
23.9561359,-104.7546387,-0.132,0.423
16.4360849,-97.3937988,-0.824,0.481
16.5624922,-96.8005371,-0.602,0.459
19.6529339,-98.5803223,0.415,0.482
16.9412147,-91.5930176,-0.845,0.479
20.2931131,-101.4147949,0.232,0.451
20.540221,-101.0192871,0.248,0.484
24.8565339,-107.4133301,0.096,0.469
19.0932663,-97.2180176,0.1,0.511
20.2312743,-96.9543457,-0.261,0.55
22.3602361,-102.8869629,0.933,0.494
21.0947502,-98.2507324,-0.767,0.445
21.0127268,-97.5476074,-0.463,0.489
17.2772184,-91.6369629,0.029,0.549
17.0882909,-91.307373,-0.722,0.466
19.01019,-102.3596191,-0.703,0.425
20.8485448,-102.6013184,0.077,0.432
30.8362142,-112.8845215,-0.591,0.426
15.9930146,-92.142334,-0.289,0.52
23.3725134,-109.7424316,0.144,0.425
23.9762142,-99.7888184,-0.424,0.451
25.0358382,-103.7219238,0.347,0.428
21.1972157,-98.3825684,-0.342,0.485
18.8231166,-96.4929199,0.148,0.522
17.1092924,-92.4938965,-0.55,0.482
20.7869302,-89.6374512,-0.457,0.525
18.5941885,-100.3381348,-0.258,0.435
20.8280094,-100.9313965,-0.148,0.415
22.7660511,-101.6564941,-0.346,0.441
21.5041851,-101.8322754,-0.034,0.406
25.7108365,-100.2722168,1.419,0.413
17.8846589,-99.173584,-0.095,0.435
22.0143603,-104.2053223,-0.346,0.341
20.6636257,-102.3156738,-0.449,0.423
20.4990639,-100.7116699,-0.349,0.469
25.3539542,-107.7209473,-0.228,0.427
18.3649523,-99.8547363,1.003,0.535
18.4066544,-95.7019043,0.404,0.543
21.0537441,-100.5578613,0.261,0.449
20.0868882,-100.5358887,-0.17,0.432
17.6126105,-93.2849121,-0.329,0.593
18.8647066,-98.9758301,0.853,0.548
21.5450657,-99.4812012,-0.326,0.445
20.5196439,-101.1071777,0.878,0.447
21.0332369,-101.282959,-0.239,0.465
20.3755265,-101.7224121,0.056,0.479
22.2789302,-98.5803223,-0.179,0.412
18.3023803,-99.4812012,-0.213,0.495
22.1161768,-102.2937012,0.672,0.433
15.3795428,-92.3181152,-0.243,0.506
19.5287298,-98.0310059,0.553,0.526
17.1932744,-95.2624512,-0.495,0.507
17.0252724,-93.3947754,-0.021,0.428
20.1694109,-101.7004395,0.193,0.433
17.6963617,-95.8117676,-0.156,0.537
21.9532352,-100.8654785,0.385,0.461
21.4632931,-98.8439941,-0.358,0.465
26.4410651,-108.2263184,-0.578,0.448
19.4665919,-98.2067871,0.013,0.549
19.4873072,-101.282959,-0.4,0.424
18.3858046,-101.0192871,-0.189,0.424
22.9685086,-101.2609863,-0.396,0.352
20.4167166,-97.8771973,0.036,0.496
17.4449916,-97.3059082,-0.333,0.532
18.6358348,-99.5471191,-0.12,0.498
21.156238,-97.4816895,-0.198,0.491
25.6514299,-102.9528809,0.129,0.432
17.9264757,-90.4064941,-0.433,0.431
21.0742486,-101.1950684,0.233,0.459
16.8991717,-92.713623,-0.224,0.537
17.6335519,-94.6252441,-0.533,0.581
21.115249,-104.6008301,0.425,0.457
15.2523892,-92.4938965,-0.708,0.438
17.6544909,-95.020752,0.05,0.565
19.1140289,-96.2072754,-0.274,0.546
16.7309063,-98.470459,-0.425,0.522
20.8690774,-104.5568848,-0.504,0.599
20.7047384,-98.470459,-0.595,0.432
17.9264757,-89.2419434,-0.41,0.434
19.8183898,-96.998291,-0.581,0.466
17.2352512,-98.6901855,-0.575,0.44
20.128155,-99.3493652,0.317,0.526
19.7149999,-101.0192871,-0.1,0.439
17.4659524,-92.3620605,-0.318,0.486
17.6754275,-92.7575684,-0.377,0.481
16.9622326,-98.2507324,-0.778,0.525
26.9710372,-105.6555176,0.125,0.437
22.2585964,-98.0529785,0.309,0.464
17.7382226,-95.0866699,-0.166,0.464
16.0985977,-91.5930176,-0.31,0.511
21.3200806,-101.9421387,0.401,0.457
20.1694109,-98.2727051,0.304,0.533
15.9718913,-92.0324707,-0.094,0.514
19.4251534,-96.6906738,0.376,0.521
26.0863877,-99.173584,-0.265,0.445
22.6241518,-103.9196777,0.219,0.423
23.1302568,-106.0510254,0.188,0.454
19.8597269,-100.0305176,0.606,0.475
20.7252905,-100.4699707,0.878,0.486
20.4784813,-101.5246582,0.324,0.46
16.7519476,-93.1530762,1.397,0.529
32.5190256,-116.685791,0.642,0.467
15.7393882,-96.4929199,-0.334,0.538
21.1972157,-98.470459,-0.733,0.401
20.2725029,-101.6125488,0.179,0.411
19.4044302,-98.0310059,1.083,0.555
20.9716982,-102.1398926,-0.682,0.419
21.7084727,-100.1403809,-0.396,0.357
16.8360897,-92.6257324,-0.447,0.509
22.1772314,-101.0852051,0.107,0.396
20.9511796,-89.5715332,0.912,0.568
22.4414945,-105.3479004,0.195,0.44
25.9284066,-109.0393066,-0.086,0.41
27.0297703,-109.5446777,0.2,0.436
18.9894144,-99.4372559,-0.062,0.524
23.8356006,-109.7424316,0.146,0.455
22.3195891,-98.8220215,0.374,0.455
17.2352512,-98.9538574,-0.534,0.418
19.1347889,-96.8005371,-0.512,0.511
23.029187,-103.1945801,-0.154,0.397
18.6982852,-101.7004395,-0.406,0.472
17.256236,-93.4606934,-0.779,0.448
24.7168951,-99.6789551,-0.291,0.419
20.5196439,-100.0524902,-0.282,0.47
20.1075229,-99.4152832,0.464,0.538
25.8888782,-108.3581543,0.218,0.402
19.8183898,-96.8005371,-0.525,0.437
19.4665919,-104.798584,-0.232,0.383
18.552532,-90.9338379,-0.736,0.458
19.7356832,-99.8547363,0.403,0.446
17.7172934,-96.3391113,-0.465,0.455
17.6335519,-91.505127,-0.267,0.538
16.0985977,-91.4172363,-0.755,0.445
24.9760991,-104.732666,0.045,0.455
18.552532,-97.5256348,-0.12,0.51
18.6774709,-98.5583496,0.088,0.526
18.0309744,-97.8991699,-0.181,0.467
17.1092924,-91.6589355,-0.663,0.448
17.1722825,-91.9885254,-0.464,0.461
19.7977172,-103.7219238,-0.931,0.389
21.2177003,-103.6120605,0.618,0.468
18.2815179,-93.614502,-0.429,0.49
17.3820946,-92.142334,0.131,0.502
20.1075229,-97.0202637,0.289,0.534
19.8390597,-99.8327637,-0.322,0.467
16.4992989,-94.3395996,-0.254,0.591
17.0672871,-92.1203613,0.227,0.435
21.8309063,-100.579834,0.0,0.369
19.8597269,-100.0524902,0.696,0.473
19.7149999,-101.3269043,0.717,0.396
17.8428322,-92.845459,-0.499,0.579
23.8155005,-103.1506348,-0.577,0.431
20.9101341,-105.0402832,-0.234,0.389
18.6358348,-96.5368652,-0.188,0.523
17.1512882,-97.5256348,-0.191,0.537
19.5908438,-96.9543457,0.749,0.543
17.1932744,-91.7468262,-0.498,0.488
19.176301,-100.1184082,0.476,0.513
20.4578958,-99.5690918,-0.56,0.487
17.7800738,-101.6784668,-0.484,0.423
20.7458399,-101.0192871,0.33,0.394
20.004322,-103.7219238,-0.007,0.435
18.7399059,-98.9538574,0.344,0.55
20.1900348,-96.998291,-0.031,0.52
17.4240283,-99.4592285,0.573,0.506
20.1075229,-88.7585449,0.058,0.53
18.1980434,-98.0529785,1.211,0.526
18.0727566,-93.8342285,-0.531,0.579
28.8350495,-106.1828613,0.37,0.424
26.775039,-109.588623,0.189,0.427
19.6943139,-101.151123,1.316,0.434
21.9124706,-105.4797363,0.287,0.479
16.4571585,-95.526123,-0.353,0.513
31.9801229,-116.6638184,0.564,0.447
31.905541,-116.2463379,0.117,0.449
18.9686362,-101.5686035,-0.429,0.365
17.9264757,-101.6345215,-0.831,0.373
21.5041851,-101.1950684,0.001,0.431
20.1900348,-96.9543457,-0.331,0.556
18.9894144,-96.2731934,-0.542,0.453
22.4414945,-101.1291504,-0.086,0.416
19.8597269,-88.3190918,-0.426,0.451
16.0141357,-92.9772949,-0.645,0.435
20.1900348,-100.4260254,-0.286,0.408
19.5080198,-100.2282715,-0.357,0.402
20.7047384,-101.3708496,1.051,0.443
18.1562911,-100.1623535,-0.731,0.419
20.1694109,-99.173584,-0.133,0.499
20.5607954,-89.7912598,-0.296,0.468
20.8896072,-97.5476074,-0.274,0.498
32.5931055,-115.3234863,0.384,0.488
17.5916666,-92.9992676,0.085,0.506
20.1694109,-96.9543457,-0.344,0.517
22.5430006,-100.0744629,-0.245,0.365
21.2381821,-101.8981934,-0.041,0.473
17.4240283,-92.4719238,-0.01,0.457
20.6430652,-102.5354004,0.277,0.481
19.7977172,-101.4807129,0.394,0.465
28.1979261,-107.0178223,-0.185,0.413
19.3215109,-99.3713379,0.942,0.509
18.5941885,-96.9104004,-0.115,0.513
17.5707203,-98.9978027,-0.187,0.531
19.4044302,-98.2727051,-0.418,0.542
17.7591494,-93.1750488,-0.442,0.566
22.2382596,-101.854248,0.016,0.487
17.1302914,-93.5925293,0.326,0.532
16.6677684,-99.107666,-0.201,0.447
18.4900283,-99.942627,-0.242,0.45
25.1353386,-106.3586426,-0.496,0.434
19.5287298,-96.8664551,0.524,0.572
16.7309063,-96.7346191,0.505,0.539
18.0100796,-94.9768066,-0.727,0.476
19.7149999,-97.2399902,0.065,0.508
20.5196439,-101.8762207,-0.849,0.364
19.8183898,-99.6569824,-0.669,0.468
20.4784813,-103.9196777,0.695,0.458
20.581367,-103.2385254,1.14,0.483
22.8470703,-102.2937012,0.235,0.441
17.8846589,-93.6364746,0.054,0.514
18.5108654,-102.3815918,-0.254,0.426
17.5078668,-99.1296387,0.024,0.491
16.4360849,-95.020752,1.284,0.551
17.4869108,-99.0197754,-0.111,0.51
16.8991717,-92.9992676,-0.589,0.487
20.7252905,-102.5354004,-0.016,0.444
21.4223895,-104.864502,0.783,0.47
26.853479,-109.4348145,0.07,0.457
19.8183898,-97.8991699,-0.646,0.51
21.3814746,-98.8659668,-0.624,0.57
21.1767283,-87.6599121,-0.735,0.508
16.7309063,-98.6242676,-0.262,0.522
19.030963,-100.4699707,-0.156,0.401
21.6472167,-97.833252,-0.126,0.502
20.3755265,-98.9758301,0.689,0.524
21.4428427,-98.8000488,-0.308,0.497
17.5078668,-97.6794434,0.23,0.526
20.7458399,-98.4924316,-0.462,0.42
17.7172934,-92.9992676,-0.158,0.551
16.2463197,-95.1745605,0.551,0.568
17.1722825,-92.779541,-0.669,0.492
22.2382596,-102.0080566,0.449,0.472
25.5721751,-107.677002,-0.427,0.352
32.5560732,-116.5539551,0.239,0.416
21.0127268,-100.3601074,0.017,0.435
24.7767595,-103.6340332,-0.01,0.363
18.2815179,-100.1843262,-0.473,0.418
20.0662507,-97.5256348,-0.065,0.515
20.9716982,-100.1403809,-0.674,0.404
17.4869108,-94.7351074,-0.283,0.548
18.5733616,-95.4821777,0.018,0.548
31.7748771,-116.5759277,1.099,0.477
20.7458399,-99.7668457,0.234,0.446
20.8280094,-100.8654785,-0.053,0.472
16.5414301,-92.7355957,-0.328,0.467
16.9412147,-91.6809082,-0.667,0.45
20.1487843,-100.9094238,-0.351,0.461
28.6423887,-103.1945801,-0.182,0.4
17.4869108,-101.2609863,-0.038,0.485
26.2244465,-108.2263184,-0.686,0.348
17.5707203,-93.0212402,-0.467,0.529
21.9532352,-102.557373,-0.111,0.371
24.5171391,-102.755127,-0.473,0.338
18.7190968,-100.1184082,-0.624,0.422
18.1562911,-100.5358887,-0.371,0.501
20.25189,-97.3278809,0.174,0.537
28.3913999,-105.4577637,-0.258,0.43
19.1347889,-98.3166504,0.851,0.554
22.1365313,-104.6008301,-0.773,0.354
23.6545875,-102.0959473,-0.01,0.433
29.5830112,-108.3361816,-0.119,0.334
20.2106559,-98.1188965,0.376,0.493
22.9280413,-105.9411621,-0.472,0.406
20.6430652,-102.4255371,0.163,0.417
24.0765587,-105.6774902,-0.288,0.351
17.2981985,-95.3063965,-0.143,0.539
19.3007745,-99.5031738,0.37,0.535
17.0882909,-100.0305176,-0.788,0.497
18.093644,-92.9333496,0.554,0.57
20.6636257,-100.2722168,0.318,0.44
19.8803914,-97.130127,-0.13,0.587
16.6467178,-92.6477051,-0.698,0.486
24.7767595,-107.2814941,-0.265,0.421
21.0332369,-101.5905762,0.34,0.472
19.9630226,-103.9855957,-0.291,0.372
18.7190968,-98.0529785,0.616,0.523
19.9217124,-102.4914551,0.144,0.422
15.6759319,-93.2629395,-0.481,0.493
19.1347889,-98.0969238,-0.097,0.553
17.6544909,-93.0871582,-0.388,0.624
18.8231166,-96.0754395,-0.138,0.513
18.6982852,-96.1633301,-0.678,0.502
17.3611242,-95.657959,-0.208,0.568
17.5497715,-98.5803223,1.363,0.573
20.1694109,-100.1623535,-0.213,0.458
17.2352512,-97.6794434,-0.066,0.527
19.8183898,-98.2727051,-0.196,0.499
20.25189,-97.4377441,-0.123,0.487
19.4665919,-101.7224121,-0.1,0.429
27.9458858,-110.8190918,0.786,0.501
17.2772184,-92.8234863,-0.282,0.458
24.0966182,-99.8327637,-0.612,0.424
19.4251534,-99.2834473,1.083,0.504
17.9682826,-93.1091309,0.427,0.54
23.1908622,-103.1506348,-0.205,0.435
20.4167166,-100.0744629,0.312,0.497
20.3961229,-100.5358887,-0.368,0.471
15.7816814,-96.9543457,-0.297,0.56
19.5287298,-97.9211426,0.209,0.502
19.9217124,-103.7438965,0.722,0.464
17.4659524,-95.0866699,-0.441,0.493
18.8231166,-97.2180176,0.787,0.514
22.2382596,-100.8874512,0.534,0.456
19.8183898,-100.4260254,0.33,0.429
25.8493365,-107.9846191,-0.386,0.361
18.1354112,-96.7346191,0.436,0.551
27.2643953,-107.1276855,0.13,0.452
23.029187,-102.0300293,0.266,0.48
15.6124559,-93.1970215,-0.274,0.45
17.1092924,-96.1413574,-0.08,0.449
17.1512882,-93.8122559,-0.482,0.473
22.3399141,-97.833252,0.347,0.491
19.9217124,-103.8098145,0.739,0.457
17.5288204,-93.2849121,-0.973,0.456
21.5246269,-98.8220215,-0.451,0.399
17.3820946,-97.2399902,-0.262,0.499
25.5325281,-103.326416,0.912,0.485
28.1010575,-110.6433105,0.664,0.524
25.5126996,-103.4143066,1.27,0.47
25.7306321,-106.8200684,-0.104,0.43
25.9481659,-98.2507324,-0.072,0.462
19.9630226,-104.029541,-0.412,0.355
16.5203656,-96.8005371,-0.313,0.515
15.3159757,-92.2961426,-0.415,0.506
15.8451046,-96.0095215,-0.221,0.491
19.1555462,-101.9421387,-0.39,0.441
20.8896072,-103.1066895,-0.067,0.415
25.075648,-101.1950684,-0.542,0.372
17.7382226,-91.9445801,-0.108,0.497
15.9718913,-95.526123,-0.565,0.489
19.5908438,-97.8991699,-0.526,0.464
20.8280094,-103.1506348,0.901,0.439
19.5908438,-101.8103027,-0.531,0.395
20.3137206,-100.645752,-0.404,0.397
19.7770419,-98.4924316,0.016,0.513
23.1302568,-102.9309082,0.738,0.492
18.5317,-96.4050293,0.325,0.519
25.9679218,-108.9733887,0.16,0.44
21.7492955,-102.3376465,-0.036,0.442
22.4414945,-102.1398926,-0.448,0.425
27.4985263,-99.5031738,1.284,0.515
25.6514299,-108.0725098,-0.241,0.397
18.093644,-94.954834,-0.541,0.48
16.8991717,-97.3278809,-0.548,0.418
24.5770993,-107.3034668,-0.379,0.413
18.2397857,-94.0100098,-0.599,0.53
25.7306321,-103.5021973,-0.074,0.446
27.84879,-115.1696777,-0.034,0.462
19.7977172,-101.217041,-0.29,0.466
16.9832482,-97.8991699,-0.265,0.509
21.3405481,-105.2380371,0.128,0.488
22.5024071,-101.7883301,-0.039,0.489
28.7772886,-105.9631348,0.673,0.433
20.6841834,-102.0959473,0.173,0.399
26.5197349,-101.2609863,-0.177,0.422
20.0662507,-98.338623,0.622,0.55
18.6774709,-96.9543457,-0.063,0.516
19.6115432,-102.3156738,-0.72,0.393
20.4578958,-100.645752,0.76,0.462
23.1100489,-99.7009277,0.146,0.431
19.1140289,-99.6130371,0.417,0.488
21.810508,-100.8654785,-0.046,0.415
19.1555462,-100.1403809,1.093,0.523
17.4869108,-98.9538574,-0.523,0.434
17.7382226,-98.0310059,0.252,0.498
20.4167166,-101.7004395,0.365,0.441
16.8781467,-97.767334,0.025,0.512
21.8309063,-105.3479004,-0.015,0.424
20.25189,-102.5793457,0.531,0.421
25.195,-103.4362793,0.338,0.409
21.4428427,-102.689209,-0.424,0.416
32.5375513,-114.9499512,0.203,0.391
18.8647066,-99.3713379,-0.582,0.524
18.7607124,-97.8991699,-0.336,0.483
19.2800355,-96.5368652,-0.297,0.497
20.3343253,-97.9431152,-0.044,0.49
19.5287298,-96.5148926,-0.223,0.5
17.0672871,-96.6687012,0.929,0.554
16.8360897,-98.7121582,-0.391,0.491
17.3191761,-98.0749512,-0.224,0.475
19.7149999,-100.0964355,-0.002,0.483
18.552532,-88.2971191,0.71,0.578
18.5108654,-99.5910645,-0.255,0.501
17.6126105,-99.173584,0.748,0.56
18.3232401,-96.2512207,-0.407,0.547
22.6849838,-100.8874512,-0.375,0.486
20.2106559,-89.329834,-0.337,0.521
19.6736252,-97.2839355,-0.2,0.505
27.6154056,-105.2819824,-0.132,0.419
29.0849761,-100.6896973,-0.106,0.393
21.0332369,-99.3933105,-0.402,0.433
24.3170649,-99.7888184,-0.211,0.388
18.9062862,-100.2062988,-0.128,0.446
16.5203656,-92.9992676,0.194,0.569
31.3817783,-106.0070801,0.078,0.464
20.3137206,-99.9645996,-0.153,0.529
17.3820946,-96.1633301,-0.181,0.551
20.9922139,-98.9318848,-0.521,0.417
17.5078668,-96.3171387,-0.576,0.435
18.615013,-96.5588379,-0.431,0.581
20.0249676,-105.3918457,-0.438,0.424
15.6970862,-93.2409668,-0.25,0.525
25.0557447,-107.8747559,0.626,0.394
17.6126105,-93.2629395,-0.256,0.601
32.4448845,-115.0598145,0.211,0.41
19.5080198,-97.8991699,0.421,0.499
22.4618017,-101.7883301,-0.206,0.474
19.2178026,-96.5148926,-0.692,0.465
17.7382226,-98.2946777,0.057,0.51
15.908508,-97.0861816,-0.201,0.506
22.9482765,-104.161377,-0.409,0.337
21.5655017,-98.8220215,0.511,0.527
24.7368531,-107.4133301,0.935,0.476
15.8239658,-93.5705566,-0.932,0.563
19.2178026,-97.130127,0.404,0.547
19.0932663,-101.6125488,-0.677,0.395
28.1010575,-107.6330566,-0.675,0.351
27.5180148,-113.3239746,0.001,0.431
21.7901067,-102.1179199,-0.567,0.408
24.8764695,-98.7780762,-0.34,0.358
22.2585964,-104.5568848,-0.288,0.379
22.5430006,-104.029541,-0.563,0.338
17.3611242,-95.1965332,-0.409,0.554
28.873539,-107.5891113,-0.384,0.415
19.8183898,-104.4250488,0.138,0.419
19.7149999,-88.2531738,-1.138,0.477
16.6677684,-97.4816895,-0.618,0.469
17.8009957,-98.7561035,-0.609,0.463
21.810508,-100.0305176,-0.283,0.356
22.4414945,-98.0749512,-0.501,0.47
18.0518668,-102.5793457,-0.599,0.387
19.8183898,-101.1291504,0.078,0.445
24.0364303,-106.8200684,-0.086,0.452
26.7161733,-107.1057129,-0.801,0.335
19.9423689,-99.107666,0.575,0.526
18.5108654,-95.4162598,0.174,0.568
29.0465652,-111.7199707,-0.253,0.533
17.7800738,-91.5490723,-0.197,0.702
21.6472167,-101.4367676,0.11,0.427
18.6774709,-95.2624512,0.014,0.537
19.1555462,-103.6999512,0.107,0.475
24.0966182,-110.3796387,0.516,0.48
19.5287298,-96.5808105,-0.19,0.522
19.1970531,-101.5686035,-0.376,0.43
19.7770419,-100.8654785,-0.021,0.417
25.2546322,-103.9416504,0.818,0.453
25.4730329,-108.5559082,0.694,0.469
25.6514299,-103.6560059,-0.477,0.435
18.3649523,-99.6569824,-0.109,0.482
18.5317,-95.3283691,-0.477,0.575
20.3961229,-100.9973145,-0.264,0.472
23.8556976,-103.0407715,0.317,0.433
18.9062862,-101.2609863,-0.783,0.357
20.6841834,-99.8327637,0.488,0.475
16.3095952,-97.5476074,0.158,0.59
16.9832482,-96.0974121,-0.672,0.464
17.2352512,-98.8000488,-0.388,0.45
21.2381821,-99.8547363,-0.4,0.421
21.0742486,-100.2062988,0.112,0.426
20.4167166,-98.2507324,0.105,0.448
14.7005081,-92.3181152,-0.344,0.559
24.0564961,-103.4143066,-0.186,0.437
21.6880569,-98.6022949,-0.404,0.425
18.8439129,-99.0637207,-0.17,0.521
16.5414301,-97.3278809,-0.251,0.656
19.7563639,-100.0964355,-0.335,0.459
21.7084727,-98.8879395,-0.492,0.457
15.8662413,-96.2731934,-0.47,0.52
20.8690774,-98.9099121,-0.38,0.426
19.2178026,-99.0856934,1.069,0.54
21.0127268,-98.3825684,-0.162,0.539
20.3755265,-97.3278809,0.447,0.538
19.8803914,-99.107666,-0.02,0.539
24.6170569,-104.6447754,0.507,0.427
18.3232401,-99.6350098,-0.404,0.45
32.3149908,-115.1477051,0.072,0.446
19.3422447,-100.4260254,-0.34,0.462
17.8428322,-98.9538574,-0.687,0.425
20.4784813,-101.348877,0.623,0.49
19.2178026,-104.2492676,-0.276,0.439
29.200123,-108.1604004,0.595,0.463
19.7563639,-97.2619629,-0.171,0.533
19.5701418,-97.0861816,-0.135,0.506
18.5941885,-99.1516113,0.114,0.486
16.0141357,-93.2849121,-0.7,0.464
21.279137,-98.8000488,-0.51,0.482
21.1767283,-98.3166504,-0.444,0.449
22.5835822,-104.4909668,-0.04,0.45
24.3971326,-110.6872559,0.176,0.46
18.5317,-100.3161621,-0.217,0.459
27.6154056,-106.9519043,-0.015,0.351
26.1850178,-107.2595215,-0.552,0.383
21.1767283,-101.7443848,0.862,0.471
19.3215109,-97.1740723,-0.608,0.561
32.259265,-115.1696777,0.163,0.447
20.8280094,-103.326416,-0.159,0.409
20.9101341,-97.4597168,0.03,0.509
17.0672871,-91.8566895,-0.386,0.434
19.4873072,-100.0744629,-0.359,0.482
17.3820946,-93.8562012,-0.76,0.538
17.2772184,-97.2839355,-0.239,0.463
21.3610128,-99.942627,-0.581,0.385
20.128155,-98.9978027,0.471,0.509
28.6423887,-106.1169434,1.292,0.431
