latitude,longitude,rwi,error
16.7519476,-92.4499512,-0.413,0.459
20.2725029,-98.1628418,0.168,0.55
22.3399141,-101.986084,-0.043,0.467
17.5707203,-96.5368652,-0.435,0.523
18.6774709,-95.4162598,-0.692,0.447
19.8390597,-98.3166504,-0.432,0.509
18.1145288,-100.3381348,0.115,0.427
15.7182383,-92.2961426,-0.426,0.51
20.2931131,-100.7336426,-0.061,0.439
20.7252905,-98.338623,-0.211,0.43
25.908644,-109.0393066,0.413,0.435
23.2312505,-102.8430176,0.565,0.501
19.3007745,-99.173584,1.71,0.495
17.3611242,-92.2961426,-0.528,0.434
20.581367,-100.1184082,0.238,0.459
22.0550957,-105.1281738,-0.554,0.421
24.916331,-99.5471191,-0.199,0.422
21.279137,-97.7453613,-0.319,0.482
19.5701418,-98.6901855,-0.106,0.46
16.8360897,-92.9992676,-0.601,0.503
20.7458399,-100.8874512,-0.541,0.425
24.2970401,-100.3381348,-0.251,0.397
27.9846997,-114.0270996,0.6,0.466
20.4784813,-99.744873,0.469,0.489
17.4869108,-98.3825684,-0.441,0.446
19.0725011,-98.3166504,1.087,0.502
17.6963617,-91.8786621,-0.275,0.511
25.9876744,-98.1188965,0.921,0.438
20.2725029,-100.0744629,0.12,0.401
24.9760991,-101.0412598,-0.175,0.382
21.156238,-99.041748,-0.824,0.376
19.9836736,-97.833252,0.183,0.52
21.9124706,-103.2824707,-0.109,0.533
28.0816733,-110.6433105,0.717,0.449
16.4782298,-98.5803223,-0.377,0.428
17.5497715,-98.470459,0.036,0.453
18.9270721,-88.560791,-0.396,0.464
21.6267923,-100.7556152,0.16,0.383
23.91597,-100.0305176,0.402,0.404
17.8219152,-94.4714355,-0.216,0.471
17.9055685,-97.9650879,-0.309,0.412
20.004322,-100.579834,-0.107,0.439
18.5733616,-98.5144043,0.119,0.499
18.4900283,-100.0305176,-0.85,0.539
19.4251534,-98.4265137,0.688,0.471
20.9922139,-97.701416,-0.183,0.511
18.0518668,-100.9094238,0.149,0.401
19.5908438,-96.7565918,-0.387,0.507
18.3858046,-101.282959,-0.477,0.43
18.3023803,-99.7009277,-0.838,0.425
18.4691886,-96.1413574,-0.544,0.538
19.8183898,-101.4587402,-0.149,0.414
19.4044302,-102.2277832,-0.308,0.434
19.6322399,-99.4592285,-0.65,0.498
25.433353,-100.579834,0.252,0.435
18.1562911,-97.0861816,0.151,0.558
23.4330087,-105.8532715,0.42,0.426
19.3629758,-101.5026855,-0.447,0.43
17.214264,-98.3825684,-0.184,0.463
20.6841834,-102.557373,-0.011,0.46
27.4985263,-99.4812012,1.089,0.43
22.4008712,-98.8659668,-0.267,0.47
18.7815164,-88.2971191,-0.564,0.562
17.1512882,-97.1960449,-0.231,0.417
20.7869302,-100.2282715,-0.437,0.398
21.279137,-88.9343262,0.678,0.58
18.9686362,-102.8649902,-0.776,0.423
19.4873072,-97.8771973,0.143,0.49
24.0765587,-110.357666,0.546,0.495
16.4360849,-92.4279785,-0.607,0.531
17.1302914,-92.5598145,-0.15,0.533
28.4300525,-100.8874512,0.001,0.406
19.3837043,-98.470459,0.63,0.542
18.3440975,-100.7116699,-0.097,0.481
19.5908438,-96.932373,1.016,0.551
20.1487843,-101.986084,-0.32,0.42
21.0537441,-101.8762207,0.723,0.487
15.4642688,-92.8674316,-0.509,0.472
16.6888167,-93.2189941,0.483,0.532
20.4784813,-100.0744629,0.051,0.453
21.0537441,-98.4265137,-0.192,0.466
15.929638,-96.3391113,-0.534,0.429
20.2931131,-101.0852051,0.455,0.491
17.1722825,-94.0979004,-0.728,0.442
20.1075229,-98.0090332,-0.115,0.466
18.1980434,-100.7336426,-0.063,0.473
18.615013,-97.2619629,-0.517,0.507
17.5078668,-94.7351074,-0.702,0.499
20.9511796,-101.4367676,1.207,0.482
22.6647094,-103.963623,-0.472,0.403
19.3629758,-99.0637207,1.077,0.491
20.8896072,-89.4836426,0.134,0.782
17.6544909,-99.1955566,-0.587,0.526
25.6910376,-100.2941895,1.004,0.415
24.1367278,-99.2614746,0.211,0.424
22.9685086,-104.6228027,-0.378,0.476
24.2569809,-100.8654785,-0.638,0.372
24.3170649,-98.8000488,-0.305,0.352
17.6126105,-92.9553223,0.363,0.528
32.3335585,-117.0593262,0.854,0.496
19.8183898,-101.0632324,0.184,0.452
21.8920839,-102.2937012,0.981,0.417
19.3837043,-98.1408691,0.613,0.527
18.9270721,-97.1081543,-0.505,0.492
19.8803914,-98.6682129,0.401,0.485
20.3549272,-97.8991699,-0.145,0.499
18.0309744,-96.3171387,-0.739,0.425
19.2385495,-101.2609863,-0.372,0.376
20.6430652,-101.2609863,0.612,0.403
20.7047384,-98.338623,-0.784,0.449
22.1772314,-102.2058105,-0.015,0.506
15.7182383,-92.208252,0.022,0.554
19.8183898,-104.161377,0.561,0.473
32.5560732,-115.5651855,-0.077,0.458
25.869109,-108.1164551,0.079,0.525
19.8390597,-100.0964355,-0.325,0.486
21.9736132,-103.2824707,0.122,0.419
19.7149999,-102.8430176,-0.861,0.401
19.0725011,-97.8112793,0.169,0.511
23.5941939,-105.6555176,-0.46,0.359
21.8716943,-102.3156738,1.139,0.419
25.5325281,-103.2385254,1.405,0.49
18.260653,-100.4919434,-0.277,0.422
19.5494371,-90.032959,-0.626,0.476
19.5287298,-101.6784668,0.672,0.448
17.8428322,-93.9221191,0.208,0.598
21.1972157,-98.4924316,0.608,0.563
28.7002242,-100.5358887,1.258,0.432
18.093644,-92.1203613,0.066,0.585
19.6115432,-99.810791,-0.344,0.521
18.3649523,-100.645752,-0.048,0.487
32.2220954,-114.9499512,0.867,0.426
22.4618017,-104.2053223,-0.632,0.446
20.2312743,-102.4255371,-0.025,0.425
20.8690774,-88.9782715,0.142,0.553
20.9922139,-98.6682129,0.458,0.54
21.156238,-98.0529785,-0.893,0.416
18.0518668,-96.0754395,0.308,0.502
18.5941885,-101.0632324,-0.406,0.415
18.0100796,-92.6477051,-0.475,0.518
20.3961229,-103.963623,0.401,0.433
16.8781467,-97.1740723,-0.41,0.483
32.5931055,-115.3894043,1.162,0.43
19.2178026,-101.0192871,-0.392,0.365
24.6170569,-107.8088379,-0.475,0.389
19.2385495,-98.9978027,0.94,0.503
17.2352512,-100.4260254,-0.843,0.474
17.3611242,-92.2302246,-0.73,0.536
19.2592938,-100.579834,-0.279,0.441
18.552532,-100.3601074,-0.761,0.461
20.8280094,-100.4040527,0.2,0.48
20.0456105,-103.0187988,-0.151,0.41
30.3444351,-109.5446777,0.135,0.491
16.5624922,-93.2409668,-0.64,0.43
16.7519476,-93.1970215,0.708,0.579
20.7663865,-103.4362793,1.458,0.477
16.7729866,-95.1745605,-0.419,0.435
20.3961229,-98.4484863,-0.461,0.45
16.1408153,-97.701416,-0.099,0.521
16.0985977,-97.064209,-0.018,0.513
21.5450657,-102.4255371,-0.37,0.424
20.3961229,-100.0085449,1.05,0.48
24.2770121,-107.2155762,0.187,0.452
25.1353386,-104.2932129,-0.184,0.359
24.3771204,-106.7541504,-0.855,0.406
20.7869302,-98.2507324,-0.065,0.516
22.7863104,-98.9978027,0.247,0.411
19.5287298,-98.2507324,0.227,0.531
19.9836736,-98.0749512,0.249,0.496
18.2189158,-95.5041504,-0.085,0.454
19.6115432,-100.1403809,-0.266,0.479
17.8637468,-96.3830566,-0.257,0.445
20.7252905,-97.2839355,-0.078,0.484
24.0966182,-100.3820801,0.776,0.415
19.2592938,-103.9855957,-0.545,0.52
21.8716943,-101.2609863,-0.431,0.374
25.9481659,-108.7097168,-0.215,0.363
20.7869302,-88.2092285,-0.275,0.528
17.2981985,-92.1643066,-0.091,0.551
17.0252724,-98.6462402,-0.11,0.426
21.9736132,-99.8547363,0.436,0.449
20.9306583,-100.0085449,-0.261,0.402
21.606365,-98.6242676,-0.427,0.398
17.1932744,-93.8122559,-0.688,0.439
15.6759319,-92.6477051,-0.202,0.427
17.3611242,-91.9445801,-0.56,0.557
18.8231166,-99.3933105,-0.184,0.466
25.115445,-106.5344238,-0.187,0.44
29.0849761,-110.9509277,0.853,0.434
18.8023178,-101.5466309,-0.622,0.432
21.810508,-100.5578613,-0.31,0.43
18.3023803,-97.3718262,-0.11,0.511
26.6769127,-108.1384277,-0.462,0.366
17.4240283,-97.1520996,-0.547,0.461
20.6430652,-100.2941895,0.471,0.435
16.0774856,-91.6809082,0.339,0.551
15.5912928,-92.4499512,-0.119,0.434
18.5108654,-103.4802246,-0.131,0.466
20.0662507,-97.4816895,0.485,0.544
19.2592938,-99.4152832,0.388,0.558
19.9630226,-102.9309082,-0.199,0.424
24.5571158,-107.2814941,0.075,0.415
15.3583559,-93.0432129,-0.475,0.426
20.6636257,-102.8649902,-0.384,0.463
19.8803914,-101.7443848,-0.088,0.451
20.4167166,-100.7995605,0.401,0.453
22.4618017,-100.2941895,-0.026,0.405
17.5916666,-98.6682129,-0.635,0.487
27.2057853,-109.2150879,-0.491,0.342
28.8350495,-106.8200684,0.245,0.402
32.1104954,-116.5100098,0.142,0.468
16.2674138,-92.4279785,-0.165,0.526
21.2381821,-100.645752,0.203,0.431
21.810508,-98.8000488,-0.411,0.457
16.3939308,-91.4831543,-0.451,0.422
18.7190968,-96.6906738,0.089,0.513
17.8219152,-91.0437012,-0.152,0.522
28.236649,-110.6433105,-0.393,0.506
16.3517676,-98.0969238,-0.314,0.622
22.7255234,-102.3596191,0.732,0.499
25.4730329,-100.0305176,-0.302,0.44
18.3023803,-93.0871582,-0.553,0.543
31.4942613,-106.2268066,0.087,0.416
19.6736252,-100.1843262,0.499,0.442
16.7519476,-98.4484863,-0.484,0.508
21.1972157,-102.8869629,0.383,0.448
25.3340963,-107.9406738,-0.007,0.405
17.1092924,-91.6809082,-0.321,0.477
20.8074712,-100.447998,0.701,0.452
22.075459,-98.6462402,0.347,0.43
21.1767283,-100.8435059,-0.181,0.435
22.5430006,-99.1296387,-0.885,0.407
17.1512882,-95.7897949,-0.418,0.456
18.9686362,-98.8879395,-0.062,0.484
23.4330087,-106.3806152,-0.217,0.379
19.2178026,-99.1296387,1.07,0.515
17.0462809,-99.744873,-0.651,0.506
26.0271697,-108.6218262,-0.162,0.345
20.3961229,-103.6560059,0.172,0.447
20.7047384,-103.2165527,0.031,0.467
17.6963617,-91.0876465,-0.091,0.517
19.1970531,-104.3371582,-0.526,0.442
27.1471444,-104.8864746,0.162,0.455
20.9101341,-97.3718262,-0.493,0.518
17.1302914,-99.107666,-0.722,0.529
18.9894144,-88.9123535,-0.329,0.551
28.4880048,-107.3254395,0.609,0.475
20.4578958,-100.1403809,0.048,0.466
20.8896072,-101.348877,0.311,0.422
21.8920839,-102.4694824,0.779,0.442
21.1357449,-99.5031738,-0.37,0.425
18.0727566,-92.7355957,-0.502,0.527
22.5632929,-97.8991699,0.46,0.477
27.6154056,-107.545166,-0.21,0.342
20.6225019,-100.3161621,0.672,0.465
30.4392016,-115.8947754,0.476,0.443
20.5196439,-103.6120605,0.726,0.469
20.0868882,-102.7770996,0.246,0.407
16.5624922,-93.7902832,-0.118,0.445
25.6910376,-107.8967285,-0.369,0.41
19.9836736,-99.107666,0.126,0.443
24.1968685,-104.666748,0.374,0.45
16.3728503,-91.8786621,-0.317,0.533
19.3629758,-102.1838379,-0.44,0.4
16.4571585,-91.9445801,-0.413,0.478
18.6566542,-96.9104004,-0.206,0.546
19.9217124,-96.8225098,-0.676,0.505
22.9887378,-102.8869629,0.063,0.392
20.8690774,-97.8112793,-0.567,0.46
17.214264,-92.6037598,-0.737,0.436
27.2448621,-110.2478027,-0.097,0.471
23.1706634,-106.2487793,-0.101,0.474
16.0774856,-96.7346191,-0.014,0.512
15.5489602,-92.4719238,-0.655,0.477
17.3191761,-97.2180176,0.038,0.551
25.7504244,-103.4362793,0.161,0.48
21.3610128,-100.8874512,0.27,0.43
20.4784813,-97.3498535,-0.292,0.489
20.7663865,-100.7336426,-0.579,0.408
18.9686362,-96.7565918,0.455,0.506
20.4578958,-104.666748,-0.156,0.434
17.8846589,-95.8117676,-0.167,0.553
16.9412147,-92.5158691,-0.592,0.426
19.2800355,-99.3273926,-0.271,0.516
15.4219101,-92.7355957,-0.76,0.422
19.8390597,-90.4284668,-0.023,0.564
23.3321679,-102.6013184,0.036,0.496
19.9010533,-97.5256348,-0.56,0.478
18.3232401,-93.1750488,0.664,0.556
18.260653,-96.7346191,-0.626,0.473
20.8485448,-102.623291,-0.126,0.389
25.0557447,-106.3366699,0.023,0.506
23.7752908,-99.0856934,-0.495,0.449
23.91597,-99.0856934,0.241,0.452
19.7770419,-101.4807129,-0.298,0.472
18.3649523,-94.7351074,-0.625,0.53
22.0958194,-102.052002,-0.741,0.433
16.3095952,-96.6687012,-0.222,0.534
17.4030627,-91.5710449,-0.679,0.461
18.7190968,-97.8991699,-0.399,0.488
20.25189,-99.8986816,-0.255,0.444
18.9478555,-100.0524902,-0.433,0.473
25.869109,-101.282959,-0.437,0.394
19.9010533,-99.5690918,-0.279,0.491
19.5080198,-98.0529785,0.347,0.553
24.4771496,-101.8981934,-0.402,0.431
18.5108654,-88.5827637,0.139,0.561
17.4240283,-98.7561035,0.221,0.499
26.1455758,-98.3825684,0.439,0.419
17.8637468,-97.7233887,-0.233,0.449
21.0742486,-100.9973145,0.0,0.431
27.1275906,-114.2907715,-0.042,0.465
19.6529339,-103.5461426,-0.083,0.406
17.5916666,-91.5710449,-0.556,0.44
20.2312743,-99.2834473,1.13,0.537
27.2643953,-107.1057129,-0.293,0.343
21.258661,-100.0964355,-0.404,0.44
17.3611242,-93.7683105,-0.706,0.47
22.4821059,-105.1721191,-0.071,0.352
17.8428322,-98.1188965,-0.332,0.506
17.6335519,-91.0437012,-0.468,0.565
19.9010533,-100.0964355,-0.108,0.444
15.9507657,-93.7902832,0.361,0.545
18.3649523,-99.876709,1.1,0.605
26.7357986,-108.3581543,-0.286,0.413
16.6467178,-98.6462402,-0.187,0.465
28.1010575,-107.677002,-0.816,0.334
16.2674138,-93.2849121,-0.081,0.515
20.6019358,-101.1950684,0.326,0.48
19.9423689,-102.4475098,-0.099,0.442
17.6126105,-97.8552246,-0.659,0.469
16.3095952,-92.142334,-0.799,0.537
16.8150577,-95.657959,-1.032,0.549
16.4782298,-97.2619629,-0.779,0.612
19.2592938,-98.4484863,0.602,0.544
19.7977172,-90.5383301,0.755,0.57
22.6241518,-105.3479004,0.224,0.413
16.9201944,-97.2839355,-0.832,0.463
22.7863104,-100.513916,0.078,0.357
20.1900348,-99.744873,-0.356,0.457
21.9939882,-102.2277832,0.105,0.404
15.8239658,-91.9006348,0.448,0.542
21.7288855,-102.8869629,-0.538,0.444
18.4483464,-101.6125488,-0.708,0.389
16.9201944,-97.5695801,-0.258,0.439
15.6547754,-92.208252,0.218,0.523
20.9716982,-100.9533691,-0.12,0.425
19.7149999,-96.8225098,-0.239,0.478
25.5721751,-103.2385254,-0.121,0.421
21.0332369,-98.9978027,-0.664,0.497
22.9887378,-105.8752441,0.306,0.469
21.8513017,-102.3815918,0.118,0.435
17.6963617,-97.635498,-0.132,0.46
19.6529339,-99.1955566,1.405,0.492
20.540221,-100.2722168,0.221,0.476
17.1092924,-96.8225098,-0.274,0.511
20.7458399,-99.8327637,0.288,0.441
19.176301,-88.5388184,-0.386,0.514
17.8846589,-93.8781738,-0.28,0.625
20.7047384,-99.1516113,-0.246,0.463
19.2178026,-96.2731934,0.446,0.556
18.3649523,-90.6921387,-0.423,0.477
20.3343253,-98.2287598,0.99,0.564
18.6774709,-100.7775879,-0.402,0.455
21.1357449,-100.3161621,0.837,0.492
24.7568079,-100.0524902,-0.59,0.405
15.5489602,-92.4060059,-0.478,0.556
20.6841834,-102.7990723,0.47,0.448
16.7940233,-98.5144043,-0.158,0.523
17.6335519,-98.7561035,-0.583,0.409
18.7607124,-96.6687012,0.055,0.533
17.3401514,-97.6135254,-0.345,0.452
18.7607124,-96.4489746,0.416,0.54
18.0518668,-97.064209,0.145,0.552
19.2800355,-101.2390137,-0.401,0.341
18.4275017,-100.5578613,-0.168,0.438
19.3422447,-102.5354004,-0.376,0.43
18.3858046,-96.7565918,-0.561,0.522
24.6570018,-99.6789551,-0.665,0.43
22.5024071,-105.501709,-0.485,0.39
20.7458399,-97.8552246,-0.128,0.571
20.4784813,-99.9645996,-0.227,0.485
26.3426524,-104.6228027,-0.254,0.352
15.1251586,-92.4279785,0.551,0.562
20.5607954,-99.6130371,0.228,0.454
32.5560732,-116.3342285,-0.313,0.432
25.7504244,-106.6442871,-0.37,0.335
18.8647066,-102.7990723,-0.453,0.395
20.0249676,-97.767334,-0.446,0.45
16.7098626,-93.416748,-0.138,0.528
18.9270721,-99.9206543,-0.433,0.503
19.8597269,-98.6462402,-0.247,0.482
25.3142351,-101.282959,0.003,0.478
18.2397857,-100.5578613,-0.09,0.517
16.6888167,-91.9006348,0.324,0.438
17.8846589,-98.0090332,-0.421,0.423
17.3611242,-95.2185059,-0.552,0.449
21.8920839,-98.9099121,0.416,0.409
24.5970797,-107.4572754,0.862,0.439
17.5707203,-98.404541,-0.444,0.467
26.9710372,-106.973877,-0.777,0.335
16.9201944,-92.4938965,-0.584,0.509
29.1233728,-107.8747559,-0.204,0.472
20.6636257,-97.1740723,-0.59,0.571
20.6636257,-99.0197754,-0.483,0.481
20.7047384,-103.3483887,1.716,0.419
15.7605359,-93.3288574,-0.459,0.474
15.4219101,-93.1311035,-0.62,0.459
22.5024071,-99.3493652,-0.473,0.505
22.6647094,-102.9968262,0.901,0.477
23.6545875,-110.2038574,-0.812,0.474
16.5203656,-91.7028809,-0.704,0.435
18.9686362,-103.8537598,-0.076,0.406
25.7108365,-100.3161621,1.646,0.419
21.4632931,-98.3605957,0.354,0.437
17.8846589,-93.5925293,-0.559,0.485
20.3343253,-102.1398926,0.039,0.454
25.5523532,-108.314209,0.513,0.469
19.8597269,-105.369873,-0.34,0.358
19.7977172,-100.9753418,0.64,0.464
16.9832482,-92.9333496,-0.424,0.553
21.0537441,-98.9099121,-0.478,0.463
22.3805551,-98.2946777,-0.012,0.499
18.552532,-94.9768066,-0.779,0.449
22.1975771,-104.6447754,-0.652,0.481
25.6118091,-105.369873,0.261,0.39
18.2397857,-96.998291,0.066,0.532
16.3095952,-91.6589355,-0.055,0.526
19.030963,-97.5476074,0.113,0.497
25.3936601,-103.3703613,-0.253,0.436
16.9622326,-97.4816895,-0.466,0.513
23.3926816,-105.1501465,-0.383,0.447
21.3405481,-103.1286621,-0.123,0.429
20.8280094,-101.3269043,0.631,0.427
27.9264736,-101.217041,0.905,0.437
19.0932663,-103.8757324,0.274,0.475
28.5459253,-106.907959,0.191,0.424
21.0537441,-105.2160645,-0.625,0.49
18.6982852,-96.7346191,-0.179,0.536
20.1487843,-101.0852051,-0.212,0.457
18.6982852,-101.3269043,-0.684,0.35
19.5080198,-102.4914551,-0.493,0.42
19.9010533,-101.348877,-0.026,0.44
18.3858046,-92.845459,0.734,0.598
19.3837043,-97.2839355,0.403,0.531
19.3215109,-100.4040527,-0.493,0.476
18.4066544,-98.0749512,-0.459,0.428
17.0042615,-98.6682129,-0.052,0.53
20.9101341,-99.5031738,-0.266,0.45
21.3200806,-100.2062988,0.116,0.419
15.6547754,-93.0212402,-0.388,0.471
32.2964193,-115.1257324,-0.117,0.442
29.7166808,-110.5773926,0.922,0.484
19.1347889,-100.1403809,0.16,0.51
29.2384766,-110.8850098,-0.056,0.441
25.5721751,-100.1623535,0.002,0.462
20.4167166,-97.0861816,-0.289,0.504
17.3611242,-98.2507324,-0.227,0.525
21.115249,-98.8220215,-0.295,0.519
17.6963617,-97.3718262,-0.366,0.443
19.7770419,-96.4489746,-0.069,0.531
18.6358348,-98.4484863,0.091,0.55
22.1568828,-105.2380371,-0.428,0.392
19.7356832,-100.4919434,-0.324,0.49
17.3191761,-98.2946777,-0.498,0.41
18.7190968,-99.4812012,-0.023,0.511
20.8485448,-98.6242676,-0.323,0.462
17.1932744,-97.1740723,0.002,0.418
16.6888167,-98.6242676,-0.087,0.492
22.6038685,-101.4367676,-0.032,0.493
22.0143603,-102.2717285,0.586,0.48
25.4730329,-105.0622559,0.183,0.36
19.2800355,-100.447998,0.324,0.45
27.1862418,-112.0715332,0.819,0.471
17.5288204,-92.5158691,-0.562,0.455
17.1302914,-92.713623,0.996,0.582
19.3215109,-96.6467285,0.062,0.528
19.3215109,-102.5354004,-0.486,0.406
21.5041851,-100.447998,0.165,0.428
19.3215109,-104.8425293,-0.558,0.41
20.7252905,-101.0412598,-0.031,0.406
21.7288855,-98.8659668,0.008,0.431
20.3961229,-100.7336426,0.101,0.438
18.6566542,-98.470459,0.188,0.497
19.030963,-97.8771973,0.086,0.521
20.4784813,-104.0075684,0.433,0.449
21.6880569,-103.326416,-0.326,0.413
18.8231166,-96.9763184,-0.409,0.527
20.6841834,-101.0852051,0.299,0.475
19.4665919,-98.8879395,1.279,0.538
19.7770419,-101.4367676,0.029,0.428
28.4493734,-106.776123,-0.522,0.4
22.9078031,-99.4812012,0.253,0.419
20.0249676,-96.7565918,-0.564,0.529
30.4581439,-115.8728027,-0.231,0.459
21.8309063,-105.2819824,0.6,0.448
16.9832482,-97.2180176,-0.54,0.432
26.6965447,-108.314209,0.357,0.466
28.603814,-100.579834,0.597,0.448
31.7748771,-107.6330566,0.819,0.44
21.2381821,-102.4035645,-0.307,0.61
18.4900283,-97.9650879,0.155,0.533
22.4008712,-99.6130371,0.93,0.488
19.8390597,-90.2526855,-0.11,0.46
16.3095952,-97.3278809,0.103,0.523
27.0493412,-103.4362793,-0.202,0.381
24.8365952,-105.3259277,0.214,0.436
19.5701418,-100.2722168,0.397,0.501
16.0985977,-93.9880371,0.033,0.503
23.8155005,-103.8098145,-0.056,0.423
21.1972157,-97.8771973,-0.539,0.439
21.4223895,-105.1940918,0.095,0.463
18.8023178,-101.3049316,-0.124,0.342
18.5108654,-98.7121582,0.279,0.531
16.9622326,-92.3840332,-0.275,0.453
32.5560732,-116.9055176,0.228,0.515
17.6335519,-96.6027832,-0.665,0.437
19.9630226,-105.3039551,-0.222,0.43
22.6038685,-99.7888184,-0.162,0.429
19.8597269,-96.7785645,0.769,0.562
19.5908438,-97.8552246,-0.508,0.56
20.8896072,-100.9973145,-0.326,0.436
19.9630226,-99.4592285,0.212,0.517
20.7869302,-105.5236816,0.722,0.503
16.9622326,-97.2180176,-0.315,0.47
16.9832482,-99.041748,-0.024,0.537
17.1302914,-92.1203613,-0.267,0.552
24.7967079,-107.4353027,0.822,0.49
17.5288204,-97.6794434,-0.499,0.522
21.9736132,-100.1184082,-0.182,0.397
21.0947502,-101.2390137,-0.389,0.46
16.4360849,-97.5695801,-0.321,0.44
20.6225019,-102.8869629,-0.296,0.402
21.8513017,-99.173584,-0.097,0.457
20.128155,-102.3815918,0.541,0.512
19.3422447,-100.1843262,-0.357,0.461
18.4691886,-98.5144043,-0.507,0.434
32.259265,-114.9279785,0.195,0.457
20.4578958,-98.0529785,-0.233,0.498
16.4992989,-93.7023926,-0.164,0.455
20.9922139,-98.6242676,-0.843,0.55
20.7458399,-102.1838379,-0.887,0.428
19.9010533,-97.9650879,0.331,0.516
17.214264,-98.7341309,-0.82,0.426
20.4990639,-105.4577637,0.042,0.452
16.0985977,-97.2619629,-0.592,0.447
18.3649523,-101.6784668,-0.622,0.404
24.916331,-111.6320801,-0.462,0.43
18.6982852,-95.2844238,-0.485,0.484
19.1140289,-103.1506348,-0.701,0.365
21.2177003,-100.6896973,-0.249,0.472
27.342494,-110.0720215,-0.138,0.425
18.552532,-94.9987793,-0.023,0.543
23.9561359,-104.6447754,0.505,0.463
16.3095952,-95.1086426,0.543,0.608
30.6851635,-115.982666,0.192,0.465
28.565225,-106.907959,0.164,0.431
16.2041247,-91.6369629,0.226,0.567
20.581367,-97.4597168,0.033,0.542
25.1751161,-100.447998,-0.476,0.391
17.7800738,-92.779541,-0.143,0.556
19.0517333,-102.9528809,-0.329,0.433
24.7368531,-104.4689941,-0.191,0.422
15.2735868,-92.4938965,-0.205,0.467
16.0774856,-96.4709473,0.177,0.527
18.9270721,-98.0969238,0.628,0.518
19.6322399,-101.6345215,-0.061,0.498
19.5287298,-97.1081543,0.038,0.479
17.8637468,-94.6032715,-0.293,0.469
19.8390597,-104.2712402,0.674,0.44
21.3814746,-98.1628418,-0.296,0.437
20.1900348,-99.2834473,1.051,0.548
21.3405481,-99.6569824,-0.482,0.41
21.0947502,-104.3371582,0.091,0.454
22.6849838,-103.6340332,-0.406,0.374
19.5701418,-88.5827637,-0.311,0.555
19.3215109,-97.5036621,-0.649,0.491
20.8485448,-101.920166,-0.187,0.42
18.1354112,-95.9436035,-0.603,0.466
20.9716982,-88.1433105,-0.862,0.479
25.7899992,-100.447998,0.611,0.466
17.8009957,-91.373291,-0.267,0.459
17.9473804,-98.2287598,-0.306,0.414
30.6851635,-112.4230957,-0.407,0.356
17.9891824,-88.8464355,-0.061,0.432
16.8150577,-91.6589355,-0.503,0.42
17.4240283,-98.6022949,-0.654,0.525
20.3755265,-97.4816895,-1.036,0.567
20.6225019,-100.9753418,0.525,0.457
19.7977172,-104.3811035,0.113,0.452
21.606365,-98.3605957,0.038,0.457
17.9473804,-99.4152832,0.552,0.523
27.1080334,-107.7429199,-0.549,0.335
22.0550957,-98.6901855,0.367,0.431
17.8637468,-93.1970215,-0.293,0.563
18.7190968,-100.5358887,-0.174,0.438
16.2041247,-91.9226074,0.113,0.555
15.2735868,-92.3181152,-0.284,0.544
25.8493365,-109.3249512,0.495,0.488
21.258661,-102.3596191,0.693,0.477
19.2800355,-97.0861816,-0.589,0.517
18.0727566,-94.4055176,1.08,0.602
21.5041851,-103.8977051,-0.302,0.37
26.853479,-106.9299316,-0.147,0.342
17.7800738,-98.0969238,-0.476,0.46
16.5414301,-96.0314941,-0.18,0.528
17.5078668,-100.579834,-0.408,0.464
14.8067491,-92.4719238,-0.386,0.474
21.0742486,-86.8908691,-0.075,0.517
16.5835521,-98.536377,-0.586,0.468
20.9511796,-100.447998,0.8,0.449
17.8846589,-92.911377,0.16,0.591
21.4837405,-103.0187988,-0.31,0.431
21.5041851,-99.5251465,-0.459,0.443
21.4019335,-98.6462402,-0.626,0.409
17.6335519,-95.1745605,-0.53,0.504
19.9630226,-103.0627441,-0.791,0.434
18.4900283,-95.8117676,-0.387,0.504
20.4167166,-100.0305176,0.708,0.418
16.9412147,-98.6022949,-0.824,0.423
25.7108365,-99.6130371,0.18,0.462
17.5078668,-94.7131348,-0.309,0.589
18.0100796,-95.526123,0.153,0.576
19.2800355,-103.6999512,0.692,0.476
17.0042615,-99.876709,-0.644,0.445
24.0765587,-99.1516113,0.284,0.461
18.9478555,-96.6027832,-0.498,0.487
18.9478555,-102.7990723,-0.408,0.343
16.7309063,-92.1862793,-0.45,0.457
28.1591892,-106.4685059,0.37,0.458
20.25189,-96.9763184,-1.049,0.459
21.6267923,-101.6564941,-0.069,0.454
24.9760991,-106.8859863,-0.757,0.445
15.7182383,-92.4719238,-0.517,0.465
19.6943139,-96.7565918,-0.402,0.461
19.0725011,-97.3718262,-0.074,0.507
15.2735868,-92.713623,-0.12,0.528
18.4066544,-95.2185059,-0.311,0.54
25.9481659,-100.6677246,-0.131,0.43
20.6636257,-98.7121582,-0.076,0.464
18.6358348,-97.4157715,0.387,0.526
20.2106559,-101.7224121,0.938,0.445
18.1354112,-96.4709473,-0.516,0.548
18.5941885,-96.3171387,-0.426,0.504
18.2189158,-94.6252441,-0.144,0.538
16.2463197,-92.076416,0.018,0.529
25.8097816,-105.1281738,-0.162,0.471
19.5494371,-101.5026855,-0.121,0.404
19.2178026,-102.5793457,0.957,0.483
18.552532,-98.6242676,-0.48,0.425
18.6774709,-96.3830566,0.064,0.513
24.0765587,-104.6447754,0.218,0.448
22.2992611,-104.0075684,-0.499,0.345
